model,wielkosc,zapach,dostepnosc,cena,kod,iloscsprzedanych,dataostatniejsprzedazy
Lägereld,L,Hiacynt,true,50.00 zł,828629091798,538,2023-09-28
Takfönster,M,Lawenda,false,25.00 zł,852621629118,13,2023-04-03
Lykta,M,Lawenda,false,30.00 zł,806360626691,552,2022-12-09
Stjärna,M,Trawa cytrynowa,true,50.00 zł,739696741132,207,2023-11-06
Takfönster,M,Jabłko-cynamon,false,25.00 zł,100119092650,586,2022-10-23
Lykta,M,Jabłko-cynamon,true,30.00 zł,237410204773,498,2022-11-04
Ljus,L,Sosna,true,30.00 zł,459383172011,956,2023-04-11
Glans,L,Trawa cytrynowa,true,45.00 zł,381815148418,68,2023-07-02
Gryning,S,Pomarańcza-goździki,true,10.00 zł,213980006159,850,2022-08-11
Gryning,L,Sosna,false,30.00 zł,271005315724,638,2023-05-14
Lykta,M,Jaśmin,true,30.00 zł,522651221657,629,2023-04-03
Veke,S,Świerk,true,30.00 zł,521443599538,727,2022-09-27
Lykta,M,Grejpfrut,true,30.00 zł,482274880033,497,2023-06-22
Stjärna,M,Lawenda,true,50.00 zł,324901178481,449,2022-10-30
Ljus,S,Wanilia,false,10.00 zł,225740143798,12,2023-09-08
Glans,S,Pomarańcza-goździki,true,25.00 zł,460418857776,868,2022-12-04
Gryning,M,Grejpfrut,false,20.00 zł,719733177154,963,2022-08-05
Gryning,L,Świerk,false,30.00 zł,904975501223,593,2022-08-08
Gryning,M,Jaśmin,true,20.00 zł,823933926620,217,2023-09-01
Gryning,L,Jabłko-cynamon,true,30.00 zł,464336444236,75,2022-12-02
Lägereld,M,Jaśmin,true,40.00 zł,683773287836,860,2022-08-05
Gryning,S,Mięta,true,10.00 zł,981667264077,422,2023-06-26
Lykta,M,Kokos,false,30.00 zł,199170282190,651,2023-01-30
Lägereld,M,Jaśmin,false,40.00 zł,817354589293,247,2022-12-26
Lykta,L,Hiacynt,true,40.00 zł,287721312029,502,2023-09-13
Takfönster,L,Jaśmin,true,35.00 zł,223802271993,369,2023-11-28
Stjärna,L,Fiołek,false,60.00 zł,766420274869,758,2022-09-26
Lykta,M,Jabłko-cynamon,true,30.00 zł,008218422172,103,2023-05-04
Lägereld,M,Sosna,true,40.00 zł,816227086949,932,2023-05-03
Glans,M,Mięta,false,35.00 zł,805502072794,93,2023-02-13
Glans,M,Mięta,false,35.00 zł,736577476631,798,2023-03-14
Veke,S,Jaśmin,true,30.00 zł,755490220008,761,2023-02-17
Lägereld,M,Wanilia,true,40.00 zł,747615409802,943,2022-08-22
Veke,M,Grejpfrut,true,40.00 zł,867984771635,849,2022-12-10
Glans,L,Hiacynt,false,45.00 zł,626886473090,566,2022-11-14
Glans,L,Mięta,true,45.00 zł,918493728989,354,2023-05-03
Veke,M,Mięta,true,40.00 zł,891124603097,448,2022-12-07
Veke,M,Świerk,true,40.00 zł,748293818334,598,2023-11-24
Veke,M,Kokos,false,40.00 zł,713631525596,783,2023-03-06
Takfönster,L,Kokos,false,35.00 zł,883404430153,598,2023-01-22
Glans,M,Grejpfrut,true,35.00 zł,557957103621,162,2023-10-24
Gryning,M,Sosna,true,20.00 zł,900127161493,971,2022-12-29
Takfönster,L,Wanilia,false,35.00 zł,146232394531,540,2023-08-12
Lägereld,M,Trawa cytrynowa,true,40.00 zł,769443778678,778,2023-08-14
Stjärna,S,Świerk,false,40.00 zł,493569778708,706,2022-12-31
Lägereld,M,Wanilia,true,40.00 zł,870866246962,564,2023-04-25
Veke,M,Fiołek,false,40.00 zł,480250610950,695,2023-02-14
Stjärna,S,Wanilia,true,40.00 zł,680878955363,284,2023-01-13
Stjärna,L,Fiołek,false,60.00 zł,529454370046,417,2022-08-20
Glans,S,Jabłko-cynamon,true,25.00 zł,418998311726,318,2023-06-22
Veke,M,Hiacynt,true,40.00 zł,735212705787,373,2023-10-02
Lägereld,S,Świerk,true,30.00 zł,981131106206,719,2023-06-02
Glans,M,Grejpfrut,true,35.00 zł,819719910839,677,2023-07-10
Gryning,L,Grejpfrut,true,30.00 zł,549464775910,554,2023-06-23
Ljus,M,Trawa cytrynowa,true,20.00 zł,320659342826,327,2023-10-27
Takfönster,L,Mięta,false,35.00 zł,052430734192,675,2022-12-06
Lägereld,L,Fiołek,false,50.00 zł,231011043976,216,2023-08-10
Lägereld,S,Fiołek,false,30.00 zł,971075515730,128,2023-03-13
Gryning,S,Świerk,true,10.00 zł,304606051444,247,2023-02-15
Lägereld,S,Fiołek,true,30.00 zł,825512327344,89,2023-09-10
Veke,M,Grejpfrut,false,40.00 zł,769269176674,650,2023-01-09
Lykta,S,Grejpfrut,true,20.00 zł,439449605892,808,2023-09-17
Gryning,S,Kokos,false,10.00 zł,685886073273,816,2023-09-23
Gryning,S,Lawenda,false,10.00 zł,006207890331,160,2023-05-17
Ljus,M,Jaśmin,true,20.00 zł,334498281600,515,2023-01-23
Gryning,S,Kokos,false,10.00 zł,538090575021,555,2023-03-26
Lykta,S,Jabłko-cynamon,false,20.00 zł,690949921997,223,2023-10-02
Veke,M,Mięta,true,40.00 zł,914072950728,732,2023-05-01
Takfönster,M,Fiołek,false,25.00 zł,095912851514,203,2023-03-16
Glans,S,Lawenda,false,25.00 zł,802668960992,401,2023-10-03
Veke,L,Kokos,true,50.00 zł,557447564560,611,2022-10-16
Takfönster,L,Trawa cytrynowa,true,35.00 zł,896710564535,12,2023-06-27
Veke,S,Trawa cytrynowa,false,30.00 zł,793175311547,562,2023-10-31
Takfönster,L,Fiołek,true,35.00 zł,855137067882,233,2022-11-04
Veke,L,Hiacynt,true,50.00 zł,584570540870,213,2023-09-23
Takfönster,M,Mięta,true,25.00 zł,315907014237,462,2023-07-18
Lykta,S,Kokos,false,20.00 zł,913855390565,389,2023-03-09
Veke,M,Mięta,false,40.00 zł,727775854045,448,2023-01-08
Lykta,S,Kokos,false,20.00 zł,900652092481,542,2023-10-09
Gryning,S,Wanilia,true,10.00 zł,220616485884,22,2022-09-30
Gryning,S,Jaśmin,true,10.00 zł,544564220240,653,2023-05-22
Lägereld,M,Mięta,true,40.00 zł,910830824179,411,2022-11-05
Ljus,M,Grejpfrut,true,20.00 zł,480111309633,191,2022-09-16
Glans,M,Świerk,false,35.00 zł,743349904985,650,2023-06-17
Ljus,S,Mięta,false,10.00 zł,564507908158,135,2023-03-11
Ljus,M,Fiołek,true,20.00 zł,959523499196,432,2023-05-30
Gryning,S,Jaśmin,true,10.00 zł,759014635487,569,2023-01-22
Lykta,L,Świerk,true,40.00 zł,447490067622,468,2023-02-20
Lägereld,M,Hiacynt,false,40.00 zł,134478993418,850,2022-11-22
Takfönster,M,Wanilia,false,25.00 zł,887756446426,483,2023-04-16
Glans,M,Jabłko-cynamon,true,35.00 zł,198178385388,475,2022-07-27
Takfönster,L,Jabłko-cynamon,false,35.00 zł,340205939345,550,2023-05-27
Lägereld,L,Kokos,false,50.00 zł,255625178011,14,2022-08-24
Lägereld,S,Pomarańcza-goździki,true,30.00 zł,230749804407,908,2022-07-19
Takfönster,L,Grejpfrut,true,35.00 zł,420440935926,216,2023-11-11
Lägereld,M,Jabłko-cynamon,true,40.00 zł,706935835264,894,2022-08-16
Stjärna,S,Pomarańcza-goździki,true,40.00 zł,714071492435,345,2023-03-26
Glans,M,Kokos,true,35.00 zł,265500266021,316,2022-09-26
Veke,S,Lawenda,true,30.00 zł,188878837912,958,2023-06-10
Gryning,M,Trawa cytrynowa,true,20.00 zł,831658833727,218,2022-12-20
Lykta,M,Świerk,false,30.00 zł,999693001533,745,2023-06-15
Glans,S,Jaśmin,false,25.00 zł,260275114105,628,2023-06-13
Gryning,S,Hiacynt,false,10.00 zł,616464759180,262,2023-01-12
Gryning,M,Kokos,true,20.00 zł,874786415476,892,2022-08-21
Lykta,L,Mięta,true,40.00 zł,277686340766,342,2023-01-24
Lykta,M,Mięta,true,30.00 zł,243780790695,668,2023-03-28
Takfönster,M,Fiołek,true,25.00 zł,749875319289,777,2023-08-06
Stjärna,M,Grejpfrut,true,50.00 zł,223420046251,40,2023-11-12
Ljus,L,Grejpfrut,true,30.00 zł,490279901944,109,2022-10-28
Glans,M,Jabłko-cynamon,true,35.00 zł,856551640498,471,2023-01-23
Glans,M,Lawenda,true,35.00 zł,673116233493,907,2022-12-13
Ljus,L,Sosna,false,30.00 zł,853904295242,857,2022-07-30
Gryning,L,Kokos,false,30.00 zł,583006313482,96,2023-06-13
Gryning,L,Lawenda,true,30.00 zł,537534733646,389,2023-02-13
Glans,L,Mięta,false,45.00 zł,774142521642,624,2023-08-16
Veke,L,Jabłko-cynamon,false,50.00 zł,996986939864,919,2023-01-08
Lägereld,M,Pomarańcza-goździki,false,40.00 zł,445874749168,251,2023-08-30
Takfönster,L,Mięta,false,35.00 zł,955200292339,35,2023-10-26
Veke,L,Wanilia,true,50.00 zł,717864648396,866,2023-04-28
Veke,M,Mięta,false,40.00 zł,821452431644,756,2023-09-24
Lykta,M,Mięta,false,30.00 zł,575448391264,475,2022-08-24
Ljus,L,Mięta,false,30.00 zł,983838099154,224,2023-10-26
Gryning,M,Wanilia,true,20.00 zł,063549361090,448,2023-10-17
Ljus,M,Sosna,false,20.00 zł,533263651478,682,2022-10-30
Ljus,M,Trawa cytrynowa,true,20.00 zł,337773018753,648,2023-02-06
Gryning,M,Jabłko-cynamon,true,20.00 zł,556275326858,533,2023-01-11
Takfönster,L,Jabłko-cynamon,false,35.00 zł,545755253045,213,2022-10-24
Ljus,S,Jaśmin,false,10.00 zł,978806425269,526,2023-08-02
Gryning,M,Pomarańcza-goździki,true,20.00 zł,748801147418,32,2022-11-25
Stjärna,L,Fiołek,true,60.00 zł,318844444097,384,2023-02-23
Stjärna,S,Grejpfrut,true,40.00 zł,392410041712,375,2022-12-25
Stjärna,S,Jaśmin,false,40.00 zł,504965372429,573,2022-09-19
Lägereld,L,Hiacynt,false,50.00 zł,579408305326,165,2023-01-19
Stjärna,M,Trawa cytrynowa,false,50.00 zł,932373707928,380,2022-09-06
Lägereld,M,Świerk,false,40.00 zł,378906803719,347,2023-10-26
Gryning,M,Mięta,false,20.00 zł,130496165033,827,2023-05-25
Lykta,S,Jabłko-cynamon,false,20.00 zł,901767413503,219,2023-11-11
Glans,M,Jaśmin,false,35.00 zł,656883944208,949,2023-08-19
Gryning,M,Hiacynt,false,20.00 zł,732389113270,192,2023-05-24
Glans,M,Hiacynt,true,35.00 zł,457578152273,375,2023-07-19
Gryning,M,Jabłko-cynamon,false,20.00 zł,363680522848,897,2023-01-21
Stjärna,S,Trawa cytrynowa,false,40.00 zł,684735368331,839,2023-07-01
Ljus,L,Fiołek,true,30.00 zł,329398895521,65,2023-09-18
Veke,S,Kokos,false,30.00 zł,223009630917,750,2023-03-23
Glans,L,Lawenda,false,45.00 zł,263136285797,394,2023-01-06
Stjärna,S,Świerk,false,40.00 zł,831101315415,657,2023-01-08
Glans,S,Świerk,false,25.00 zł,495076283021,45,2023-03-16
Veke,M,Lawenda,true,40.00 zł,925075875747,773,2023-08-19
Takfönster,M,Wanilia,false,25.00 zł,863788812405,618,2023-09-25
Lykta,M,Mięta,false,30.00 zł,756760553604,453,2023-06-11
Stjärna,L,Sosna,false,60.00 zł,587694911625,872,2022-08-18
Glans,M,Jaśmin,false,35.00 zł,474762964099,195,2023-03-20
Veke,M,Jaśmin,false,40.00 zł,211255845427,79,2022-09-26
Lykta,L,Jaśmin,false,40.00 zł,835548025582,220,2022-09-18
Lägereld,L,Kokos,true,50.00 zł,177363901923,839,2022-11-18
Lykta,S,Trawa cytrynowa,false,20.00 zł,279009178722,950,2023-07-23
Lykta,S,Mięta,true,20.00 zł,077518041588,663,2023-08-06
Glans,M,Fiołek,true,35.00 zł,503697344110,578,2022-08-19
Lägereld,L,Sosna,true,50.00 zł,447370474584,178,2023-03-15
Ljus,S,Lawenda,true,10.00 zł,582913258131,921,2023-01-28
Stjärna,L,Trawa cytrynowa,false,60.00 zł,437440269392,614,2023-06-14
Takfönster,L,Lawenda,true,35.00 zł,804399934675,949,2023-05-14
Glans,M,Mięta,false,35.00 zł,241930994140,710,2022-07-22
Takfönster,M,Świerk,false,25.00 zł,396336330071,907,2022-12-29
Lägereld,S,Kokos,true,30.00 zł,438229195463,239,2023-01-26
Stjärna,M,Sosna,false,50.00 zł,242071127734,470,2023-11-26
Glans,M,Lawenda,true,35.00 zł,718081954710,271,2023-05-20
Lykta,S,Kokos,false,20.00 zł,070713562029,900,2023-01-11
Stjärna,L,Kokos,false,60.00 zł,973117507412,122,2023-10-16
Glans,M,Świerk,false,35.00 zł,918636946496,34,2023-03-23
Lykta,L,Jaśmin,false,40.00 zł,004675990212,479,2022-11-05
Glans,M,Grejpfrut,true,35.00 zł,869017802459,557,2022-12-04
Takfönster,L,Trawa cytrynowa,false,35.00 zł,064023675093,257,2023-01-07
Stjärna,S,Mięta,false,40.00 zł,674034126090,564,2023-01-29
Ljus,S,Świerk,true,10.00 zł,053671124623,639,2022-07-31
Ljus,L,Pomarańcza-goździki,false,30.00 zł,760233805833,879,2022-09-15
Gryning,L,Wanilia,true,30.00 zł,842763985419,239,2022-07-26
Takfönster,L,Fiołek,true,35.00 zł,791110612371,643,2023-02-26
Gryning,S,Hiacynt,false,10.00 zł,537486899074,425,2023-08-12
Stjärna,M,Pomarańcza-goździki,true,50.00 zł,571006277977,637,2023-07-24
Ljus,S,Mięta,true,10.00 zł,523808512767,37,2023-11-25
Ljus,S,Sosna,false,10.00 zł,133350315293,562,2023-06-11
Gryning,L,Sosna,true,30.00 zł,191751041479,706,2023-06-11
Lykta,M,Kokos,false,30.00 zł,717003578498,623,2023-04-05
Lägereld,M,Grejpfrut,false,40.00 zł,343980050901,550,2022-10-15
Takfönster,S,Trawa cytrynowa,true,15.00 zł,916008998336,86,2022-08-04
Veke,S,Trawa cytrynowa,false,30.00 zł,023404653050,362,2022-09-13
Stjärna,S,Jabłko-cynamon,true,40.00 zł,243892773710,740,2023-05-24
Ljus,L,Wanilia,false,30.00 zł,240864596971,1000,2023-05-01
Takfönster,M,Mięta,true,25.00 zł,003109124060,924,2023-05-27
Lykta,S,Lawenda,true,20.00 zł,557135780157,887,2022-08-10
Gryning,L,Wanilia,false,30.00 zł,257426798356,828,2023-07-01
Lägereld,L,Hiacynt,true,50.00 zł,713723332344,179,2023-10-23
Stjärna,M,Grejpfrut,true,50.00 zł,276724220486,952,2023-04-25
Takfönster,S,Świerk,false,15.00 zł,821572331834,868,2023-05-02
Gryning,M,Jaśmin,false,20.00 zł,214868080280,253,2023-01-08
Lägereld,M,Kokos,true,40.00 zł,998512302299,48,2023-05-10
Veke,L,Fiołek,false,50.00 zł,239983810734,603,2023-05-06
Lykta,S,Fiołek,false,20.00 zł,125983752217,845,2023-03-24
Gryning,M,Trawa cytrynowa,true,20.00 zł,630001036774,641,2023-01-14
Lägereld,L,Sosna,true,50.00 zł,003213519048,382,2023-10-12
Glans,S,Trawa cytrynowa,true,25.00 zł,846306587051,87,2023-09-11
Takfönster,L,Sosna,false,35.00 zł,306194792652,519,2023-03-02
Takfönster,M,Wanilia,false,25.00 zł,952724159603,787,2023-06-18
Glans,M,Mięta,false,35.00 zł,631248647415,37,2023-11-30
Glans,M,Hiacynt,false,35.00 zł,030246719142,559,2022-10-28
Ljus,M,Mięta,false,20.00 zł,268073090170,658,2023-10-31
Lykta,L,Fiołek,true,40.00 zł,966990439919,327,2022-10-07
Takfönster,L,Pomarańcza-goździki,true,35.00 zł,142932893672,314,2022-11-10
Veke,M,Trawa cytrynowa,true,40.00 zł,786597816046,334,2022-10-26
Stjärna,M,Jabłko-cynamon,false,50.00 zł,051833603885,559,2023-02-06
Gryning,L,Pomarańcza-goździki,false,30.00 zł,185873338198,258,2023-10-25
Glans,M,Fiołek,true,35.00 zł,362367829803,919,2023-08-21
Gryning,M,Grejpfrut,true,20.00 zł,870429420985,895,2023-03-23
Lykta,M,Mięta,true,30.00 zł,011630400416,563,2023-09-12
Lykta,M,Kokos,false,30.00 zł,793383740042,764,2023-06-08
Lykta,L,Kokos,true,40.00 zł,024712195833,491,2023-06-11
Gryning,L,Wanilia,true,30.00 zł,017403107520,408,2023-01-08
Lykta,M,Wanilia,false,30.00 zł,445697818508,552,2022-10-30
Gryning,S,Fiołek,false,10.00 zł,640811663735,246,2022-08-08
Lykta,L,Jaśmin,false,40.00 zł,487323454866,983,2023-04-02
Veke,M,Kokos,false,40.00 zł,054286116322,250,2023-05-10
Stjärna,M,Fiołek,false,50.00 zł,341026142551,996,2023-03-17
Stjärna,M,Grejpfrut,true,50.00 zł,364444647573,172,2023-09-27
Veke,S,Jaśmin,false,30.00 zł,337861805515,29,2023-03-28
Glans,S,Grejpfrut,true,25.00 zł,023209456730,112,2023-04-10
Veke,M,Sosna,true,40.00 zł,885538658656,781,2023-08-16
Takfönster,L,Pomarańcza-goździki,true,35.00 zł,114159346956,122,2022-08-25
Veke,M,Świerk,true,40.00 zł,025074233138,623,2023-02-03
Gryning,L,Sosna,true,30.00 zł,073991989671,333,2022-11-13
Gryning,S,Trawa cytrynowa,false,10.00 zł,735968116765,41,2023-03-17
Veke,S,Jaśmin,false,30.00 zł,329275746360,683,2023-08-24
Ljus,M,Pomarańcza-goździki,false,20.00 zł,704824226312,570,2022-09-06
Gryning,M,Jaśmin,true,20.00 zł,970611867157,22,2022-11-08
Ljus,S,Świerk,false,10.00 zł,956555919881,353,2022-12-27
Lägereld,L,Sosna,true,50.00 zł,317070268247,781,2022-08-11
Glans,M,Mięta,true,35.00 zł,987846107328,156,2023-08-24
Veke,M,Kokos,true,40.00 zł,615977342183,201,2023-07-14
Veke,M,Pomarańcza-goździki,false,40.00 zł,947148867482,143,2023-06-12
Lykta,M,Trawa cytrynowa,true,30.00 zł,684365734784,33,2022-10-29
Lykta,S,Sosna,true,20.00 zł,307363352699,411,2022-10-31
Ljus,L,Świerk,true,30.00 zł,310616571341,977,2023-08-07
Gryning,L,Lawenda,true,30.00 zł,857570755958,442,2023-05-19
Veke,S,Lawenda,true,30.00 zł,543332179686,71,2023-05-13
Glans,M,Jabłko-cynamon,true,35.00 zł,468146569451,122,2023-05-11
Lykta,S,Hiacynt,false,20.00 zł,218699645761,482,2022-09-30
Takfönster,S,Lawenda,true,15.00 zł,578733562324,381,2023-11-11
Lykta,M,Sosna,true,30.00 zł,920869513596,454,2023-05-13
Gryning,M,Świerk,true,20.00 zł,570451179049,369,2023-07-29
Veke,M,Grejpfrut,false,40.00 zł,027191459170,475,2023-07-03
Gryning,L,Trawa cytrynowa,true,30.00 zł,831081233140,425,2023-10-07
Ljus,M,Fiołek,false,20.00 zł,333213360178,569,2023-07-16
Glans,M,Jabłko-cynamon,true,35.00 zł,945189497621,988,2023-09-22
Lykta,L,Świerk,false,40.00 zł,535656414904,491,2023-05-03
Veke,M,Fiołek,true,40.00 zł,138437128111,367,2022-08-24
Veke,S,Świerk,true,30.00 zł,188686986738,430,2023-05-01
