model,wielkosc,zapach,wosk,dostepnosc,cena,kod,iloscsprzedanych,dataostatniejsprzedazy
Gryning,S,Wanilia,Pszczeli,true,10.00 zł,115044792446,885,2022-09-02
Glans,S,Mięta,Pszczeli,false,25.00 zł,150556120980,196,2023-01-18
Lägereld,S,Lawenda,Parafinowy,true,30.00 zł,312340625498,667,2023-01-25
Ljus,M,Lawenda,Sojowy,false,20.00 zł,716501968192,325,2022-12-26
Glans,L,Jabłko-cynamon,Pszczeli,true,45.00 zł,626651961240,893,2023-03-21
Ljus,M,Jabłko-cynamon,Rzepakowy,true,20.00 zł,386287402564,569,2023-01-24
Takfönster,M,Jabłko-cynamon,Parafinowy,true,25.00 zł,834448733073,312,2022-07-25
Stjärna,M,Grejpfrut,Pszczeli,false,50.00 zł,313496431275,852,2023-02-27
Glans,S,Wanilia,Rzepakowy,false,25.00 zł,812195307795,909,2022-10-25
Lykta,S,Jabłko-cynamon,Sojowy,true,20.00 zł,152538276284,155,2023-03-27
Lykta,L,Wanilia,Rzepakowy,true,40.00 zł,532814607447,928,2022-12-06
Lägereld,S,Hiacynt,Pszczeli,false,30.00 zł,611843893491,427,2023-04-11
Stjärna,M,Sosna,Rzepakowy,false,50.00 zł,818524228280,134,2023-07-27
Stjärna,M,Sosna,Pszczeli,false,50.00 zł,451185972794,344,2023-08-28
Lykta,M,Wanilia,Parafinowy,true,30.00 zł,028489509071,872,2023-05-06
Lykta,M,Trawa cytrynowa,Parafinowy,true,30.00 zł,507682747977,439,2023-06-29
Takfönster,L,Wanilia,Parafinowy,false,35.00 zł,284113356390,285,2022-08-29
Ljus,L,Kokos,Sojowy,false,30.00 zł,062117277787,54,2023-01-11
Lägereld,S,Świerk,Sojowy,true,30.00 zł,730664833096,196,2023-09-08
Glans,S,Hiacynt,Sojowy,true,25.00 zł,687674123093,408,2022-10-18
Lykta,S,Grejpfrut,Sojowy,true,20.00 zł,765477747592,799,2022-09-29
Lykta,M,Wanilia,Parafinowy,true,30.00 zł,840491161336,452,2023-09-12
Stjärna,S,Fiołek,Parafinowy,true,40.00 zł,765937397983,341,2023-05-01
Stjärna,L,Świerk,Pszczeli,false,60.00 zł,028414596979,579,2022-09-16
Ljus,S,Jaśmin,Rzepakowy,false,10.00 zł,193270302900,92,2022-11-08
Takfönster,S,Grejpfrut,Parafinowy,false,15.00 zł,716927032440,429,2022-09-28
Stjärna,M,Wanilia,Rzepakowy,false,50.00 zł,150822792262,856,2023-02-09
Gryning,L,Mięta,Pszczeli,false,30.00 zł,250067444755,780,2023-01-12
Glans,S,Jaśmin,Pszczeli,false,25.00 zł,620966422203,637,2023-01-29
Takfönster,M,Sosna,Parafinowy,false,25.00 zł,892185574703,301,2023-04-27
Lykta,M,Mięta,Sojowy,false,30.00 zł,603098159960,319,2022-11-04
Veke,S,Świerk,Parafinowy,true,30.00 zł,999714881801,660,2022-11-20
Ljus,S,Mięta,Pszczeli,true,10.00 zł,849348651766,537,2023-09-27
Glans,L,Sosna,Parafinowy,true,45.00 zł,123361346778,264,2023-09-16
Stjärna,M,Lawenda,Sojowy,true,50.00 zł,506382425155,548,2023-03-05
Glans,M,Fiołek,Parafinowy,true,35.00 zł,912238006029,224,2023-10-20
Lykta,S,Fiołek,Sojowy,true,20.00 zł,647749546263,539,2022-12-10
Lägereld,L,Hiacynt,Pszczeli,true,50.00 zł,726179650440,429,2022-08-19
Takfönster,M,Grejpfrut,Rzepakowy,false,25.00 zł,424716406372,560,2022-10-09
Glans,M,Hiacynt,Pszczeli,false,35.00 zł,295595182088,721,2023-04-24
Stjärna,L,Świerk,Rzepakowy,false,60.00 zł,768239337801,310,2022-09-14
Veke,M,Fiołek,Pszczeli,true,40.00 zł,238899042003,562,2022-08-27
Lägereld,M,Świerk,Rzepakowy,true,40.00 zł,609369171416,962,2023-02-13
Takfönster,M,Jabłko-cynamon,Sojowy,false,25.00 zł,758920007133,124,2023-02-04
Stjärna,L,Fiołek,Rzepakowy,false,60.00 zł,362352673216,553,2023-07-05
Lykta,M,Mięta,Sojowy,true,30.00 zł,100585164742,10,2023-01-04
Lägereld,S,Wanilia,Parafinowy,false,30.00 zł,987143486927,284,2022-12-01
Ljus,L,Jabłko-cynamon,Rzepakowy,false,30.00 zł,487420585387,215,2023-05-02
Lykta,L,Jabłko-cynamon,Pszczeli,false,40.00 zł,216317123772,741,2023-10-31
Gryning,M,Jabłko-cynamon,Pszczeli,true,20.00 zł,971139566744,697,2023-06-05
Glans,S,Jabłko-cynamon,Sojowy,true,25.00 zł,584161128619,211,2022-12-10
Lägereld,S,Lawenda,Sojowy,false,30.00 zł,208873704315,861,2022-11-05
Veke,L,Hiacynt,Rzepakowy,false,50.00 zł,817804444141,469,2023-05-24
Ljus,M,Świerk,Pszczeli,true,20.00 zł,038162136804,961,2023-11-21
Lykta,M,Hiacynt,Rzepakowy,false,30.00 zł,749238547160,342,2023-09-15
Lägereld,L,Sosna,Parafinowy,true,50.00 zł,713373615050,573,2023-05-26
Ljus,L,Pomarańcza-goździki,Pszczeli,true,30.00 zł,817936068457,275,2023-06-10
Glans,S,Trawa cytrynowa,Rzepakowy,false,25.00 zł,533569077914,761,2023-08-07
Takfönster,S,Lawenda,Parafinowy,false,15.00 zł,046663247318,524,2023-04-23
Takfönster,M,Mięta,Pszczeli,false,25.00 zł,517353687704,294,2022-09-06
Lägereld,S,Trawa cytrynowa,Rzepakowy,true,30.00 zł,865472421685,779,2022-11-23
Glans,S,Mięta,Rzepakowy,false,25.00 zł,334789498667,781,2022-12-24
Lykta,S,Wanilia,Pszczeli,true,20.00 zł,926375919289,209,2023-07-03
Lykta,L,Jabłko-cynamon,Pszczeli,true,40.00 zł,696379448368,381,2022-09-10
Stjärna,L,Lawenda,Sojowy,false,60.00 zł,430334967274,244,2023-05-18
Veke,L,Świerk,Rzepakowy,true,50.00 zł,753440285549,834,2023-07-08
Lägereld,L,Jaśmin,Parafinowy,true,50.00 zł,592388799559,868,2023-02-15
Lägereld,S,Grejpfrut,Sojowy,true,30.00 zł,183172762375,859,2023-06-13
Stjärna,M,Jaśmin,Parafinowy,true,50.00 zł,445298057514,167,2023-05-14
Takfönster,S,Jabłko-cynamon,Sojowy,false,15.00 zł,277049695614,401,2023-08-24
Ljus,S,Jabłko-cynamon,Parafinowy,true,10.00 zł,603385977015,879,2023-09-27
Glans,M,Fiołek,Parafinowy,true,35.00 zł,968221008998,871,2023-08-26
Veke,L,Grejpfrut,Pszczeli,true,50.00 zł,812039731576,898,2023-11-17
Gryning,L,Świerk,Pszczeli,true,30.00 zł,108321501058,480,2023-10-14
Takfönster,L,Kokos,Sojowy,true,35.00 zł,463076844095,244,2023-04-14
Lykta,M,Trawa cytrynowa,Parafinowy,true,30.00 zł,203588362652,646,2023-05-28
Veke,S,Trawa cytrynowa,Sojowy,false,30.00 zł,011792220563,191,2023-05-07
Veke,S,Trawa cytrynowa,Parafinowy,true,30.00 zł,238281620189,975,2022-08-28
Stjärna,S,Wanilia,Pszczeli,true,40.00 zł,020585710180,646,2022-11-28
Lägereld,L,Wanilia,Parafinowy,false,50.00 zł,349933476912,50,2023-08-10
Ljus,M,Trawa cytrynowa,Rzepakowy,true,20.00 zł,560639522527,122,2023-09-18
Gryning,M,Kokos,Pszczeli,true,20.00 zł,870785028023,254,2023-09-25
Veke,S,Lawenda,Parafinowy,false,30.00 zł,640535019973,799,2023-08-26
Veke,S,Świerk,Sojowy,true,30.00 zł,359707000416,818,2023-06-05
Ljus,L,Wanilia,Pszczeli,true,30.00 zł,667580965633,649,2023-07-07
Takfönster,M,Jaśmin,Sojowy,false,25.00 zł,043765775813,404,2023-08-19
Gryning,L,Sosna,Sojowy,false,30.00 zł,452120763759,904,2022-07-24
Gryning,L,Sosna,Parafinowy,false,30.00 zł,647220095239,977,2023-08-02
Gryning,M,Trawa cytrynowa,Sojowy,false,20.00 zł,204335057375,669,2023-01-05
Gryning,M,Kokos,Pszczeli,false,20.00 zł,486508978520,540,2023-07-23
Ljus,S,Pomarańcza-goździki,Parafinowy,true,10.00 zł,273420073769,625,2023-07-31
Takfönster,M,Jabłko-cynamon,Sojowy,true,25.00 zł,515997847325,296,2023-11-21
Stjärna,L,Mięta,Sojowy,true,60.00 zł,439501961017,963,2023-07-07
Stjärna,L,Jabłko-cynamon,Sojowy,true,60.00 zł,364358018481,61,2023-07-07
Veke,L,Jaśmin,Rzepakowy,false,50.00 zł,540815689365,904,2023-07-27
Gryning,M,Trawa cytrynowa,Sojowy,true,20.00 zł,714128024870,755,2023-12-01
Veke,M,Wanilia,Sojowy,false,40.00 zł,861067234442,375,2022-08-25
Takfönster,L,Wanilia,Sojowy,true,35.00 zł,391635917826,545,2023-09-07
Veke,M,Pomarańcza-goździki,Pszczeli,false,40.00 zł,949280507738,291,2023-12-03
Veke,S,Lawenda,Rzepakowy,true,30.00 zł,357362381925,284,2023-01-03
Ljus,M,Kokos,Sojowy,false,20.00 zł,876439609548,627,2023-11-13
Ljus,M,Pomarańcza-goździki,Parafinowy,false,20.00 zł,967855137461,263,2023-04-06
Ljus,M,Sosna,Pszczeli,true,20.00 zł,124269402224,400,2023-10-20
Glans,M,Jabłko-cynamon,Sojowy,false,35.00 zł,437925092588,121,2023-09-21
Veke,M,Mięta,Rzepakowy,false,40.00 zł,130147793971,328,2022-11-10
Veke,S,Hiacynt,Rzepakowy,true,30.00 zł,227968837150,779,2023-07-04
Lägereld,M,Świerk,Sojowy,true,40.00 zł,173176330074,388,2022-09-16
Stjärna,M,Mięta,Sojowy,true,50.00 zł,665741173354,28,2023-07-13
Stjärna,S,Mięta,Sojowy,false,40.00 zł,426189037052,379,2023-07-16
Glans,L,Fiołek,Sojowy,true,45.00 zł,865174931512,747,2022-11-16
Ljus,M,Mięta,Rzepakowy,false,20.00 zł,185072860178,429,2022-09-14
Ljus,L,Trawa cytrynowa,Parafinowy,true,30.00 zł,277763439882,372,2023-07-14
Lykta,S,Fiołek,Rzepakowy,false,20.00 zł,294802677534,794,2022-09-23
Glans,M,Jaśmin,Parafinowy,false,35.00 zł,818370545119,319,2022-11-18
Stjärna,L,Hiacynt,Sojowy,false,60.00 zł,330052309036,667,2023-06-11
Lykta,L,Trawa cytrynowa,Pszczeli,false,40.00 zł,469448081057,624,2023-10-25
Takfönster,M,Pomarańcza-goździki,Parafinowy,true,25.00 zł,152009748031,551,2022-09-21
Lykta,S,Lawenda,Sojowy,true,20.00 zł,629997617465,401,2023-05-28
Ljus,S,Świerk,Pszczeli,false,10.00 zł,655852249221,795,2023-09-30
Ljus,M,Grejpfrut,Sojowy,true,20.00 zł,692173047610,361,2023-05-04
Glans,L,Fiołek,Parafinowy,true,45.00 zł,226611515421,936,2023-10-17
Lykta,L,Hiacynt,Parafinowy,true,40.00 zł,908946587261,533,2023-04-15
Lykta,L,Hiacynt,Parafinowy,true,40.00 zł,015766922677,248,2023-04-12
Takfönster,M,Wanilia,Rzepakowy,false,25.00 zł,550470657928,440,2022-12-31
Gryning,L,Wanilia,Sojowy,true,30.00 zł,393085699431,212,2023-02-04
Gryning,M,Pomarańcza-goździki,Rzepakowy,false,20.00 zł,224516820404,721,2023-09-29
Ljus,L,Jabłko-cynamon,Parafinowy,true,30.00 zł,320662562908,128,2023-09-03
Takfönster,S,Świerk,Pszczeli,true,15.00 zł,085581390083,272,2023-03-10
Veke,M,Wanilia,Parafinowy,true,40.00 zł,294033816257,628,2022-09-18
Glans,M,Trawa cytrynowa,Rzepakowy,false,35.00 zł,144118662605,877,2023-02-07
Stjärna,M,Jabłko-cynamon,Sojowy,false,50.00 zł,149628964837,774,2023-09-01
Ljus,L,Pomarańcza-goździki,Parafinowy,false,30.00 zł,024171561218,424,2023-04-25
Ljus,M,Sosna,Pszczeli,false,20.00 zł,963146691026,748,2023-08-26
Ljus,M,Kokos,Rzepakowy,false,20.00 zł,570262505773,638,2023-08-30
Stjärna,M,Trawa cytrynowa,Parafinowy,true,50.00 zł,839498094064,764,2023-02-02
Stjärna,M,Lawenda,Pszczeli,false,50.00 zł,499706853822,288,2023-03-31
Takfönster,M,Pomarańcza-goździki,Sojowy,false,25.00 zł,967780688301,490,2022-12-29
Glans,M,Sosna,Sojowy,true,35.00 zł,134285233915,832,2023-09-10
Veke,M,Trawa cytrynowa,Pszczeli,true,40.00 zł,418755280210,114,2022-12-23
Glans,M,Jaśmin,Rzepakowy,true,35.00 zł,656812204131,606,2023-08-15
Gryning,L,Sosna,Sojowy,true,30.00 zł,932536469503,264,2022-11-09
Lägereld,S,Hiacynt,Sojowy,true,30.00 zł,667211815928,303,2022-09-23
Veke,M,Lawenda,Parafinowy,true,40.00 zł,971073366475,853,2022-12-24
Gryning,S,Hiacynt,Sojowy,false,10.00 zł,032919692875,759,2022-07-23
Lykta,L,Jaśmin,Sojowy,false,40.00 zł,261545698149,948,2022-09-29
Ljus,L,Sosna,Rzepakowy,true,30.00 zł,497723962097,678,2023-06-24
Gryning,M,Grejpfrut,Sojowy,false,20.00 zł,134973001805,765,2023-04-12
Lägereld,S,Lawenda,Parafinowy,true,30.00 zł,115211242523,573,2023-10-02
Gryning,S,Fiołek,Parafinowy,true,10.00 zł,598079820815,929,2022-09-19
Stjärna,S,Sosna,Pszczeli,false,40.00 zł,795935975787,962,2023-10-07
Stjärna,M,Mięta,Parafinowy,false,50.00 zł,781944794115,60,2022-08-13
Gryning,M,Kokos,Pszczeli,false,20.00 zł,756869961165,207,2023-10-26
Lägereld,S,Wanilia,Parafinowy,true,30.00 zł,337495671075,468,2023-09-23
Ljus,S,Wanilia,Parafinowy,true,10.00 zł,049554867818,765,2023-07-23
Ljus,S,Wanilia,Pszczeli,true,10.00 zł,313725163713,510,2022-08-25
Lykta,L,Trawa cytrynowa,Pszczeli,true,40.00 zł,492450346382,279,2023-04-30
Glans,S,Hiacynt,Pszczeli,true,25.00 zł,071749062487,261,2022-12-03
Lägereld,L,Wanilia,Rzepakowy,false,50.00 zł,985266801235,202,2023-08-13
Ljus,L,Fiołek,Parafinowy,false,30.00 zł,572918893990,544,2022-11-18
Stjärna,L,Wanilia,Parafinowy,true,60.00 zł,481226577260,906,2023-06-09
Ljus,M,Sosna,Parafinowy,false,20.00 zł,573714483473,465,2022-09-26
Takfönster,S,Jaśmin,Pszczeli,true,15.00 zł,083593141842,38,2022-09-04
Stjärna,S,Jabłko-cynamon,Rzepakowy,true,40.00 zł,586062605854,745,2023-04-20
Takfönster,M,Świerk,Rzepakowy,false,25.00 zł,472579719164,573,2022-09-18
Lykta,M,Jabłko-cynamon,Sojowy,true,30.00 zł,109652406412,954,2022-11-30
Lykta,M,Fiołek,Sojowy,false,30.00 zł,990446680498,208,2023-08-13
Veke,L,Mięta,Rzepakowy,false,50.00 zł,990281839387,743,2022-12-19
Ljus,S,Grejpfrut,Rzepakowy,true,10.00 zł,534712304644,603,2023-06-10
Lykta,M,Lawenda,Parafinowy,false,30.00 zł,213324804889,8,2022-07-25
Lägereld,M,Świerk,Parafinowy,true,40.00 zł,087475365847,332,2023-09-25
Gryning,M,Mięta,Rzepakowy,false,20.00 zł,395271763406,946,2023-10-05
Lägereld,L,Grejpfrut,Rzepakowy,false,50.00 zł,892652200801,460,2023-03-23
Takfönster,M,Świerk,Parafinowy,true,25.00 zł,042278227219,439,2022-10-22
Gryning,L,Jaśmin,Parafinowy,true,30.00 zł,315688284740,89,2023-10-05
Lykta,S,Grejpfrut,Sojowy,false,20.00 zł,618955531124,867,2023-05-17
Glans,M,Pomarańcza-goździki,Pszczeli,true,35.00 zł,233546133056,175,2023-10-26
Lykta,L,Mięta,Rzepakowy,false,40.00 zł,303497858582,783,2023-06-07
Ljus,L,Jabłko-cynamon,Parafinowy,false,30.00 zł,904466480692,536,2023-03-09
Gryning,S,Kokos,Pszczeli,true,10.00 zł,612712709748,838,2023-03-03
Lägereld,S,Kokos,Pszczeli,true,30.00 zł,539825493503,528,2022-10-12
Glans,S,Mięta,Rzepakowy,true,25.00 zł,193597423212,187,2023-05-22
Gryning,M,Fiołek,Parafinowy,true,20.00 zł,564330909623,772,2023-07-05
Takfönster,L,Wanilia,Parafinowy,true,35.00 zł,505103467017,33,2023-10-06
Veke,L,Mięta,Pszczeli,true,50.00 zł,083148330052,765,2023-10-10
Lägereld,L,Hiacynt,Parafinowy,false,50.00 zł,758950083470,753,2022-10-25
Lykta,M,Mięta,Pszczeli,true,30.00 zł,988122336544,485,2022-12-08
Lägereld,L,Mięta,Sojowy,false,50.00 zł,438365367990,455,2023-05-10
Takfönster,M,Sosna,Parafinowy,false,25.00 zł,874243539745,917,2022-12-06
Ljus,L,Kokos,Sojowy,false,30.00 zł,601523691226,95,2023-03-02
Ljus,M,Kokos,Pszczeli,true,20.00 zł,539276830526,867,2022-12-25
Veke,M,Hiacynt,Sojowy,false,40.00 zł,479095446880,993,2022-10-14
Glans,S,Kokos,Parafinowy,false,25.00 zł,875353621329,959,2022-10-01
Takfönster,L,Trawa cytrynowa,Parafinowy,false,35.00 zł,493091552198,661,2023-10-28
Gryning,S,Kokos,Sojowy,true,10.00 zł,270705555892,709,2023-06-18
Lägereld,M,Sosna,Rzepakowy,true,40.00 zł,275798497201,209,2022-10-27
Takfönster,M,Jabłko-cynamon,Rzepakowy,true,25.00 zł,094245823154,363,2023-05-08
Lägereld,M,Jabłko-cynamon,Parafinowy,false,40.00 zł,081694460528,982,2023-02-27
Stjärna,S,Wanilia,Sojowy,false,40.00 zł,004332400271,417,2023-04-22
Glans,M,Sosna,Pszczeli,true,35.00 zł,282286786257,356,2023-01-05
Ljus,M,Mięta,Rzepakowy,true,20.00 zł,803670699454,902,2023-06-20
Glans,M,Wanilia,Pszczeli,true,35.00 zł,026209048605,178,2023-03-09
Veke,M,Świerk,Parafinowy,false,40.00 zł,083995660023,294,2023-11-22
Gryning,L,Hiacynt,Parafinowy,false,30.00 zł,635283179601,61,2022-08-15
Takfönster,M,Jabłko-cynamon,Rzepakowy,true,25.00 zł,999093540617,184,2023-07-02
Glans,S,Fiołek,Sojowy,false,25.00 zł,488722175476,756,2023-03-23
Veke,M,Hiacynt,Pszczeli,false,40.00 zł,561520722016,451,2023-11-29
Gryning,M,Lawenda,Sojowy,false,20.00 zł,789898715574,943,2022-12-20
Veke,M,Lawenda,Parafinowy,false,40.00 zł,688339779144,321,2023-10-21
Stjärna,M,Sosna,Pszczeli,false,50.00 zł,369361165706,147,2022-10-08
Lägereld,M,Trawa cytrynowa,Parafinowy,false,40.00 zł,239868237027,877,2023-06-18
Stjärna,L,Jabłko-cynamon,Sojowy,false,60.00 zł,311376364153,439,2022-09-19
Gryning,S,Kokos,Parafinowy,false,10.00 zł,273943786702,410,2023-01-20
Stjärna,L,Hiacynt,Pszczeli,false,60.00 zł,121537088601,513,2023-10-27
Glans,M,Trawa cytrynowa,Rzepakowy,false,35.00 zł,779899474590,880,2023-05-23
Ljus,M,Mięta,Parafinowy,true,20.00 zł,989707339875,513,2023-05-23
Veke,M,Hiacynt,Rzepakowy,true,40.00 zł,645495131410,675,2023-09-20
Stjärna,M,Lawenda,Sojowy,true,50.00 zł,573243791279,617,2022-10-14
Takfönster,M,Mięta,Sojowy,false,25.00 zł,031445567103,820,2023-05-08
Gryning,M,Jabłko-cynamon,Parafinowy,false,20.00 zł,716398260509,282,2022-12-10
Gryning,M,Wanilia,Parafinowy,true,20.00 zł,262883759491,720,2022-09-30
Ljus,L,Lawenda,Pszczeli,false,30.00 zł,325928798038,793,2023-07-12
Lykta,L,Kokos,Sojowy,true,40.00 zł,557581707236,391,2022-12-13
Stjärna,M,Jaśmin,Sojowy,true,50.00 zł,611827697011,961,2023-11-15
Ljus,M,Hiacynt,Sojowy,true,20.00 zł,906006368953,542,2023-06-23
Lägereld,S,Lawenda,Pszczeli,false,30.00 zł,981026144542,300,2022-09-13
Gryning,M,Trawa cytrynowa,Pszczeli,false,20.00 zł,294864765067,106,2023-08-05
Lykta,L,Hiacynt,Sojowy,false,40.00 zł,045740393197,744,2023-11-15
Veke,L,Świerk,Rzepakowy,false,50.00 zł,105989671654,924,2022-09-11
Lägereld,M,Świerk,Parafinowy,false,40.00 zł,840604513984,430,2023-04-29
Ljus,M,Sosna,Rzepakowy,false,20.00 zł,029629557090,777,2023-05-07
Gryning,S,Grejpfrut,Sojowy,true,10.00 zł,864718660165,181,2023-01-18
Glans,L,Mięta,Pszczeli,false,45.00 zł,394872379878,608,2023-02-11
Lägereld,S,Jaśmin,Pszczeli,false,30.00 zł,099120683877,948,2023-10-31
Takfönster,M,Mięta,Parafinowy,true,25.00 zł,205058136682,224,2022-12-27
Ljus,M,Pomarańcza-goździki,Rzepakowy,false,20.00 zł,160313539494,850,2022-12-07
Ljus,L,Grejpfrut,Parafinowy,true,30.00 zł,560022426218,405,2023-11-05
Gryning,L,Jaśmin,Parafinowy,false,30.00 zł,385243240725,225,2022-11-28
Gryning,L,Fiołek,Rzepakowy,true,30.00 zł,677910535369,189,2023-11-13
Lägereld,M,Pomarańcza-goździki,Rzepakowy,true,40.00 zł,188237600754,801,2023-10-03
Takfönster,S,Trawa cytrynowa,Parafinowy,true,15.00 zł,708249059170,624,2023-05-14
Lägereld,L,Sosna,Parafinowy,true,50.00 zł,259239158087,68,2022-12-28
Lägereld,S,Mięta,Sojowy,true,30.00 zł,241439999969,544,2022-10-17
Lägereld,L,Sosna,Parafinowy,true,50.00 zł,909996879996,886,2023-06-17
Takfönster,S,Jaśmin,Pszczeli,false,15.00 zł,504040291818,180,2023-03-27
Lägereld,L,Kokos,Sojowy,true,50.00 zł,082171317367,897,2023-11-16
Lykta,M,Sosna,Pszczeli,true,30.00 zł,372328389785,783,2022-08-05
Lägereld,L,Wanilia,Pszczeli,false,50.00 zł,452941656785,231,2023-10-13
Gryning,L,Jabłko-cynamon,Pszczeli,true,30.00 zł,361266884850,220,2022-10-19
Lykta,M,Grejpfrut,Pszczeli,true,30.00 zł,104582616474,734,2023-04-30
Ljus,M,Kokos,Rzepakowy,true,20.00 zł,302557494146,797,2023-02-16
Stjärna,M,Kokos,Rzepakowy,false,50.00 zł,177857154110,507,2023-11-30
Gryning,M,Jaśmin,Rzepakowy,false,20.00 zł,532898694004,154,2023-05-11
Ljus,M,Pomarańcza-goździki,Sojowy,true,20.00 zł,054111858617,17,2022-09-03
Takfönster,M,Trawa cytrynowa,Parafinowy,true,25.00 zł,233888776694,546,2023-05-21
Lägereld,L,Trawa cytrynowa,Pszczeli,true,50.00 zł,909176489529,407,2023-03-09
Gryning,L,Mięta,Sojowy,true,30.00 zł,799020753081,20,2023-02-18
Veke,M,Lawenda,Rzepakowy,false,40.00 zł,373870118089,895,2023-02-23
Gryning,S,Lawenda,Parafinowy,true,10.00 zł,847039627010,272,2023-07-01
Lägereld,M,Trawa cytrynowa,Parafinowy,true,40.00 zł,254734868082,400,2022-11-28
Stjärna,M,Pomarańcza-goździki,Parafinowy,false,50.00 zł,337155159082,636,2022-12-20
Gryning,L,Trawa cytrynowa,Sojowy,true,30.00 zł,858786424902,966,2022-10-09
Lägereld,L,Hiacynt,Sojowy,false,50.00 zł,626541373113,117,2022-09-14
Stjärna,M,Jaśmin,Pszczeli,false,50.00 zł,433193057216,879,2023-04-29
Glans,M,Kokos,Sojowy,false,35.00 zł,979032099817,789,2022-12-10
Lägereld,L,Świerk,Sojowy,false,50.00 zł,818879977909,474,2023-01-29
Lykta,S,Kokos,Parafinowy,true,20.00 zł,296927281073,672,2023-03-14
Stjärna,L,Hiacynt,Sojowy,false,60.00 zł,026038333971,402,2023-02-09
Ljus,M,Trawa cytrynowa,Parafinowy,false,20.00 zł,843848476532,168,2023-10-29
Lägereld,L,Grejpfrut,Pszczeli,false,50.00 zł,852621367980,406,2022-10-03
Takfönster,L,Kokos,Rzepakowy,true,35.00 zł,358472512726,733,2023-02-07
Stjärna,M,Grejpfrut,Parafinowy,true,50.00 zł,082815919791,141,2023-08-25
Ljus,S,Lawenda,Rzepakowy,true,10.00 zł,830182552746,119,2023-10-16
Glans,M,Kokos,Parafinowy,true,35.00 zł,943808230305,712,2023-09-15
Gryning,L,Grejpfrut,Rzepakowy,true,30.00 zł,084500775532,560,2023-03-12
Veke,M,Mięta,Parafinowy,false,40.00 zł,323710591118,157,2023-03-07
Veke,S,Hiacynt,Pszczeli,true,30.00 zł,058563533655,136,2023-06-30
Takfönster,M,Wanilia,Parafinowy,true,25.00 zł,979015874850,800,2022-09-02
Glans,M,Wanilia,Rzepakowy,true,35.00 zł,361125544066,105,2023-06-26
Lägereld,M,Jabłko-cynamon,Pszczeli,true,40.00 zł,690035830093,523,2023-10-23
Ljus,M,Pomarańcza-goździki,Pszczeli,true,20.00 zł,585818649513,294,2023-09-21
Lägereld,M,Fiołek,Parafinowy,false,40.00 zł,012963625025,598,2023-03-02
Veke,L,Mięta,Parafinowy,false,50.00 zł,198401467732,440,2023-10-24
Glans,M,Kokos,Sojowy,true,35.00 zł,322492630852,528,2023-11-28
Gryning,M,Pomarańcza-goździki,Pszczeli,true,20.00 zł,947060316517,240,2023-11-05
Gryning,M,Jabłko-cynamon,Rzepakowy,true,20.00 zł,947363102328,174,2023-08-15
Stjärna,M,Hiacynt,Rzepakowy,true,50.00 zł,370073230037,527,2022-07-28
Ljus,M,Sosna,Rzepakowy,true,20.00 zł,524142210731,817,2023-09-06
Ljus,L,Mięta,Pszczeli,false,30.00 zł,482779508108,305,2022-11-27
Takfönster,M,Pomarańcza-goździki,Pszczeli,true,25.00 zł,598126334069,871,2023-11-27
Lägereld,S,Mięta,Sojowy,true,30.00 zł,286276554125,187,2023-11-15
Veke,L,Fiołek,Parafinowy,true,50.00 zł,498088427606,663,2023-01-21
Glans,S,Jaśmin,Parafinowy,true,25.00 zł,053591085518,368,2023-02-13
Ljus,L,Lawenda,Rzepakowy,true,30.00 zł,509639212892,70,2023-07-26
Gryning,L,Jaśmin,Parafinowy,true,30.00 zł,876985381897,8,2022-12-15
Takfönster,S,Sosna,Sojowy,false,15.00 zł,387073910768,77,2023-05-06
Lykta,M,Mięta,Sojowy,true,30.00 zł,881756131507,159,2023-11-01
Stjärna,L,Mięta,Sojowy,false,60.00 zł,762188007044,51,2022-12-13
Veke,M,Sosna,Rzepakowy,true,40.00 zł,775806292466,600,2023-08-27
Lykta,M,Mięta,Sojowy,true,30.00 zł,010328165173,251,2023-12-03
Lägereld,L,Hiacynt,Sojowy,false,50.00 zł,960750887087,12,2022-10-11
Gryning,M,Świerk,Sojowy,true,20.00 zł,484728874669,783,2023-06-24
Ljus,M,Lawenda,Pszczeli,true,20.00 zł,409359811023,528,2023-09-20
Lägereld,L,Trawa cytrynowa,Pszczeli,false,50.00 zł,276575290718,175,2022-09-23
Lykta,L,Wanilia,Pszczeli,false,40.00 zł,582511975059,66,2022-11-24
Gryning,M,Mięta,Sojowy,false,20.00 zł,276186969771,480,2022-11-06
Ljus,L,Jabłko-cynamon,Parafinowy,false,30.00 zł,326226117597,977,2023-08-11
Lykta,L,Kokos,Rzepakowy,true,40.00 zł,274486098939,257,2022-08-28
Lägereld,M,Pomarańcza-goździki,Pszczeli,false,40.00 zł,615789050358,330,2023-10-09
Ljus,L,Grejpfrut,Sojowy,true,30.00 zł,314716674562,580,2022-09-13
Ljus,M,Mięta,Pszczeli,false,20.00 zł,466429323099,623,2023-07-19
Veke,M,Jaśmin,Parafinowy,true,40.00 zł,260116369940,925,2023-09-13
Gryning,L,Grejpfrut,Sojowy,true,30.00 zł,017863371633,438,2023-05-06
Gryning,M,Trawa cytrynowa,Pszczeli,false,20.00 zł,168068462194,989,2023-06-21
Gryning,M,Sosna,Parafinowy,false,20.00 zł,140418817863,527,2023-10-27
Gryning,S,Trawa cytrynowa,Pszczeli,true,10.00 zł,150493127924,12,2023-04-04
